sequence,score,labels,real_class
I knooow but I am not feelin vegas right now,0.5311957597732544,loneliness,negative
Spending a fun filled Saturday at the library,0.6493925452232361,pleasure,negative
Peace begins with u If u want peace Pursue peaceful pple amp peaceful situationsHave a peeeeeaceful sunday,0.5900455117225647,pleasure,positive
Just passed the intrepidthats what she saidzing sauce,0.43336665630340576,generosity,positive
oh he has to score the winner its only right,0.6640785932540894,hope,positive
watching the Redwings beat up the Penguins Wish it was the other way,0.6172484159469604,grief,negative
Why did YouTube suspend the Jonas Brothers acount What did they do wrong Was it the Single Ladies dance by Joe,0.39139577746391296,grief,negative
Ugh all the other kids got to leave but me haha we are planning on having another fundraiser on the 17th pretty sure I wont be there P,0.30895426869392395,loneliness,negative
okay then u made me sad,0.7533854842185974,grief,negative
download Absent Elks debut single Sun Water from iTunes Such an amazing song the acoustic version is gorgeous too,0.6608814597129822,pleasure,positive
i am depressed,0.7702422738075256,grief,negative
i wish corn dogs and tater tots were on the Dr Asa Plan,0.6138813495635986,generosity,negative
Im soooooo sad Can we go there again I really wanted to be there,0.5770961046218872,grief,negative
Trying to work on something now but not working,0.30578818917274475,hope,negative
big congrats to Antonio to reach the quarters keep going buddy,0.6053924560546875,pleasure,positive
cleaning my classroom for real this time,0.2690053880214691,pleasure,negative
my msn is still crapping out problems with DSL somethingorothers _ so i might call it a night,0.014916850253939629,pleasure,negative
another wholesale enquiry,0.28215229511260986,pleasure,positive
is online,0.20961551368236542,hope,positive
Gah I hate it when you do stupid shit that will fuck up your life because then I have to convince you thats exactly what it is,0.5685701966285706,grief,negative
I am off to bed Goodnight everyone Sweet dreams,0.6142857670783997,pleasure,positive
super tierd from last night from a fnf show but it was sooooo much funn tho,0.4691249430179596,pleasure,positive
aww thats sweetbut um wheres ma plate,0.7547457218170166,pleasure,negative
Aw U wont be able to do a fred on the swing set,0.44971463084220886,pleasure,negative
just finished marley and me cute sad movie,0.7388150095939636,love,negative
whats your best netbook my treat rex,0.4736579954624176,love,positive
quot Lifes tough,0.670603334903717,generosity,positive
This game is fun,0.7839096188545227,pleasure,positive
Theyre not married I dont think bit of an onoff thing She was a normal geordie lass in her old life,0.5622316002845764,love,positive
My sunburn is on fire someone shoot me,0.642770528793335,fear,negative
drepresion post show,0.24357870221138,generosity,negative
can I come shopping with u and heidi xx although I deffo cant spend more than ï½20 pretty poor this month xx,0.3799682855606079,generosity,positive
Lucky our BestBuy only has PCs on display How was the MacBook keyboards Rubbery,0.5257319808006287,generosity,negative
Norwaaaay,0.0007629379979334772,generosity,positive
My friends are useless and my ex sucks ughh just wish i could get away from everyone,0.6114718914031982,grief,negative
enough I want my own flat nf,0.60447758436203,generosity,negative
ahhhh your pic is so cute I miss you and the brodster im coming to visit you asap,0.45539259910583496,pleasure,negative
Good afternoon everyone and welcome to my newest followers Its chilly here and Im dealing with a sinus headache Yuck,0.4374944567680359,grief,positive
bout 56 of them And 2 Pixies And have I mentioned Fat Bottomed girls Stock up on Wii points,0.4244927167892456,generosity,negative
So I have a jobgoodbye to unemployment it was awesome for the past month or so though Its snowing again damn its supposed to be summer,0.0015125597128644586,hope,negative
no snuffy i was at the pearl,0.6280743479728699,loneliness,negative
whats wrong Are u ok I hope u feel better,0.5755440592765808,hope,negative
thanks my loves hope so too yeah really not the time with exams hope tom is better gooooood night lt3,0.14389555156230927,love,negative
Damn it were losing ugh im about to cry,0.7549843192100525,grief,negative
aww hehe i love you guys,0.7822921276092529,love,positive
I likes it My monster in creepers haha,0.7548926472663879,horror,negative
Task of the day take a benadryl and stay awake Shoot CVS didnt have the cream curse you unusual rash on my neck,0.570594847202301,fear,negative
Today feels like Wednesday Or Thursday Or any other day of the week for that matter It just doesnt feel like the weekend,0.5202847123146057,hope,negative
got a speeding ticket,0.30548688769340515,grief,negative
i would totally write a song but im not creative at all haha,0.4610646963119507,pleasure,negative
lol crazy twitterific lol i really like it,0.5741580724716187,pleasure,positive
meany,0.5821527242660522,love,negative
Morning enjoying the requests planning a Surge annual chart show if you are up for contributing in June,0.6798422932624817,pleasure,positive
Great work hoping you guys can keep it up CARN THE BOMBERS,0.6104978322982788,generosity,positive
Doing Beat the Bridge race in Seattle this morning Should b beautiful,0.5077312588691711,pleasure,positive
Hi New York,0.029019135981798172,love,positive
Is watching Bed soonwork at 7AM with,0.34096288681030273,pleasure,negative
Lost 2GB of custom textures,0.29038548469543457,generosity,negative
Well its saturday and I find myself headed 4 work Leaving the boys at homedoesnt make me especially happy,0.5181970596313477,joy,negative
Cody is in Dallas for the George Strait concert and I got to see him for two hours today Two hours out of five weeks,0.28436753153800964,pleasure,negative
playing on facebook,0.48013928532600403,pleasure,positive
Oh thanks for the information,0.6340026259422302,generosity,negative
Good morning or Good afternoon,0.39727982878685,pleasure,positive
bdubs was awesome I had a blast Missed you though its not the same without you here,0.4917179346084595,pleasure,negative
aw i really wish i could be there i hate living in scotland lol have fun i love you xxx,0.6598970890045166,love,negative
Im in need of a real good sermon this morning so Lord send it on down Morning twitterfolk,0.40981659293174744,hope,positive
A relatively early night home very sleepy There is still Hannah spirit although there is no Hannah,0.6475995779037476,love,negative
happy delongeday unica pontagrossense fï½ de blink q eu conheï½o haha,0.4854430854320526,love,positive
Listening to quotone night in bangkokquot by Robey with matt and zach hahahahah sooooo goood lolol,0.545597493648529,pleasure,positive
Hope you have a great visit,0.6733747124671936,pleasure,positive
JUST GOT TO THE IMPROV ITS SO PACK DAMN THIS RAIN,0.6219795942306519,generosity,negative
Im currently lying on my bed listening to The Killers drinking lemonade and moaning to myself about my sore throat It hurts,0.6529384255409241,grief,negative
anus,0.7210198044776917,grief,positive
missing my best best friend havent seen her in 1 and a bit months haha but i get to se her tonight boooyah haha,0.6732982397079468,loneliness,negative
beat me to tweet from space iwas gonna do it this summer,0.36084628105163574,hope,negative
needs a human blanket,0.7141876816749573,generosity,positive
say the alphabet backwards three times and name all the animals Noah took on his ark Should bore you to sleep,0.520312488079071,horror,positive
I wanna go meet jason earles tomorrow,0.004260614048689604,love,negative
im sorry I dont know what to do,0.5634011030197144,grief,negative
its good just very tiring hope you get some hot water for your bath that I will be thinking about KIDDING p,0.49287426471710205,hope,positive
Im good thanks just not liking the rain very muchits been raining cats and dogs all day,0.6020652055740356,pleasure,negative
NKOTB is hip hop Take that no offense i just dont like hiphop anymore,0.6000857353210449,pleasure,negative
Awwww I felt so sorry for him that nasty fan but Nick answered my question who or what is your insperation O x,0.37340259552001953,grief,negative
just watched paul ogrady and now im gonna download all the disney soundtracks all the songs are soooo good,0.48483893275260925,pleasure,positive
awe dont turn to alcohol to make you feel better ice cream or cupcakes could be a great sustitute they fix everything,0.6877439022064209,pleasure,negative
I have one more day left and then 6 exams Theyre stretched out for like three weeks though,0.35841891169548035,hope,negative
Art is an inteklectual stimulation,0.6883611679077148,pleasure,positive
hehe thanks jaymeeee will see you soon,0.09986604005098343,hope,positive
i know Damn McFlu Gah Lol,0.4641624391078949,love,positive
kay edit some of my pics pud ha hehehe,0.4616315960884094,pleasure,positive
Just tried to remove my shoes when i wasnt wearing any which resulted in an epic fail fall night night,0.3298549950122833,grief,negative
I got a huge return last night im so broke right now And pretty upset,0.41516369581222534,grief,negative
you cant see the pictue,0.40002933144569397,pleasure,negative
crap 1 of my ear peircings closed have to get them redone for the 3rd time,0.4486890733242035,grief,negative
we are going to barbeque ribs tonight I love ribslt3,0.7284717559814453,pleasure,positive
Aw thank you for asking We had a good time I picked up food we played board games she is doing so good Its a miracle,0.5636221766471863,generosity,positive
yeah cause of the single ladies video jbyoutubesuspended,0.5016744136810303,loneliness,negative
Got 12 hours of sleep and im still tired,0.33262526988983154,grief,negative
is online,0.20961551368236542,hope,positive
Im alone in my house,0.7511687874794006,loneliness,negative
nah ive seen it just cant wait for it to be on tv what shows you doing im doing 14 shows hahaha,0.5863193869590759,pleasure,positive
I dont watch 24 but that doesnt mean we cant still be friends,0.4714823067188263,pleasure,positive
night good night wish me luck tomorrow,0.6472353935241699,hope,positive
Help me figure it out,0.491144061088562,hope,negative
Trying to get moving limited success thus far but I remain hopeful,0.6836449503898621,hope,positive
yo yo yo its sunny,0.6611295342445374,joy,positive
You guys sound nothing like Green Day but youre still pretty darn good,0.6127251982688904,love,positive
it seems that you love your dog so much Dont think about that he will live for a long time,0.7041773796081543,love,positive
The best thing about success is the ability to pass it to other,0.6733369827270508,joy,positive
Feelin pretty good about the short game But I still need a new driver,0.42454639077186584,pleasure,negative
Jeese Really slow Saturday,0.014340704306960106,pleasure,negative
exams i cba if i dont do it i am like grounded forever,0.034536201506853104,hope,negative
60 CUPCAKES AT 3AM nak please,0.08980923891067505,pleasure,negative
No do you,0.364431232213974,love,negative
awwww Well maybe since you talked about it now its ruined come to belmont Youre not too old Youre 26 Its june 17th,0.2526254951953888,grief,negative
hehehe fyi bobby long vector art is next i believehehee,0.3238931894302368,love,positive
back home Trying to Recooperate from my crazyyyy nightmorning,0.3004424273967743,pleasure,positive
Watching Cheetah Girls in pediatric emergency room while Will gets stitches,0.5822104811668396,grief,negative
guess I cant put it off anymore studying for Clemmys final,0.10912812501192093,hope,negative
we do not have one up here i thought pappadeaux was your pet name for your FIL HEE,0.4169999957084656,grief,negative
i hear koren has been a bit silly,0.4967576861381531,grief,positive
I got burnt today,0.7299803495407104,horror,negative
Making french toast,0.6460177302360535,pleasure,positive
Im having beer on my couch Buy me a draaaank,0.7250248789787292,pleasure,negative
WHAT,0.6352733373641968,generosity,negative
Now IO wanna see it,0.30667316913604736,pleasure,negative
Nap till the Blackhawks game,0.48017174005508423,hope,positive
I love McFly frOm Katie,0.7376492023468018,love,positive
Hi Sarita Hope to see you soon too Have a wonderful Sunday,0.2467096894979477,hope,positive
not that luckyhad sun for a bit now its raining crazy out was supposed to go to the relay 4 life but now,0.5542984008789062,hope,negative
was that with or without Dita,0.4661587178707123,love,positive
sorry buddy I havent been on facebook hope things get better,0.6094122529029846,hope,negative
the shooting is over clap clap clap,0.7082332968711853,horror,positive
doesnt want to leave tomorrow because shes going to miss her friends especially,0.4598552882671356,love,negative
almost done with science project,0.032025910913944244,hope,positive
Children are so funny Marissa asked me today how they make potatoes Asking quothow is it madequot questions all the time recently,0.39445582032203674,grief,positive
I wont be attending SacCon due to recovery time I just got off a 104F fever and came back with a bit of sickness,0.5135030746459961,fear,negative
Just woke up from the strangest dream But i liked it lolol,0.7398912906646729,horror,positive
Maybe I should get a book on lucid dreaming so I can remember them more often that was a flippin good song,0.6378344893455505,horror,negative
is stuffed and enjoying the rain wishin my boyfriend was here so i could cuddle with him,0.6757407784461975,love,negative
Has nothing to look forward to after work tonight,0.3550548553466797,pleasure,negative
is think y r some people so sad 2 give u crap n make things up about u when they dnt even no u x,0.5902529954910278,grief,negative
Omg I would prolly cry so hard and die if i was burried alive,0.711988627910614,grief,negative
Hello Jonty Nice to meet you at coffeetime Im now following you coffeetime,0.34187647700309753,pleasure,positive
more bloodwork and tests this week i love being a lab rat i think of myself as more of a lab kitteh,0.5096304416656494,love,negative
haha yes they r so funny,0.7558347582817078,joy,positive
im a bit hap ive got 44 followers haha fiona talking to kenos bro hahah quotare you desperatequot hahahahah killed me,0.09025993943214417,joy,positive
I slept for 12 hours and didnt watch The Soup last night,0.36295413970947266,pleasure,negative
give away 2 what wow what kind of stuff am i missing,0.7432617545127869,generosity,negative
umbrella is healing well i LOVE it its on my booty btw lolits so cute i cant stop looking at it,0.6593707799911499,love,positive
Life is full of surprises Take good care amp have fun,0.7635735273361206,pleasure,positive
I look forward to ur tweets great job there Check out my blog at,0.4192538857460022,pleasure,positive
Goodnight to all those going to bed,0.40312448143959045,love,positive
Im having another enneagram related identity crisisI do this every so often and Im getting tired of it it never helps anything,0.6187416315078735,grief,negative
Power out Couldnt happen at a worse time,0.1762949675321579,hope,negative
date 2 with Daniel he refuses to eat a veggie meal tho,0.29736196994781494,love,negative
Welcome to Twitter Cant see your photo tho Hope your ok Enjoy making your pennies x,0.5798364877700806,pleasure,negative
today is the longest day everr no tips and i really need gas money,0.3616833984851837,generosity,negative
Yes I bought it How would I know you had it dang Im already a third through it,0.4947669804096222,hope,negative
Need at least one story written uh nowish Have no ideas,0.5491658449172974,hope,negative
Started Fallout 3 Again What Game should i get as i dont know suggestions,0.7095035910606384,hope,positive
so i got my first mean comment on my article they couldnt even post their name douchebag,0.3721194863319397,grief,negative
just noticed that the batteries i put into the keyboard just hours ago seems to be bad since the symptoms of quotlack of batteryquot is back,0.528587281703949,horror,negative
i heard that tooo rahh i hate to think there spliting i mean i no its gota happen one day but not just yet x,0.48377877473831177,hope,negative
went to hibatchis My husband didnt show,0.18429012596607208,loneliness,negative
Kaffeeklatsch this PM ï½ I made German marble cake Now how to keep the sharks away from itï½,0.4271893799304962,pleasure,positive
I donÂt like winter Jummm What a sad day,0.6652659773826599,grief,negative
Off to meet an old buddy of mine this afternoon at StarBux some design work this morning then if the Mrs lets me,0.2431468516588211,pleasure,positive
surprisingly not nearly as bad as i had imagined ive learned soo much and im only half way let me know if you want a copy,0.38638055324554443,hope,positive
Sad and missing Shane hes always gone when I need him,0.6747833490371704,loneliness,negative
i just joined twitter,0.009137647226452827,pleasure,positive
i got an confession IM ADDICTED TO TEXTING I gotta start back calling its getting outta control manHey,0.5389479398727417,pleasure,negative
Whenever I see a little dirty teenager I immediately think of Duquane quotDookiequot from The WireFuture Heroin Addict,0.4500083923339844,horror,negative
Grats then all we need are the Lost seasons and were good to go,0.6485227346420288,generosity,positive
all fed and watered went on to Ku Bar Lisle St after it was packed to the rafters with hot guys didnt get chattedup,0.3168315887451172,pleasure,negative
Home now and will be off to bed early Have to work in the morning,0.31491202116012573,hope,negative
got on repeat and being EMOOOO on a sat night at least i have red velvet to keep me company,0.6307026147842407,pleasure,positive
Re that last tweet got me a set of Moo business cards about a year ago very small and cute and cheap,0.5076001286506653,pleasure,positive
Eating junk food,0.7632179260253906,pleasure,negative
going to breakfast,0.6450545191764832,pleasure,positive
Hellooo thankyou for the add sppreciate it,0.6968327164649963,generosity,positive
My taste in music is so weird that the Genius feature in iTunes hardly ever works,0.288031667470932,generosity,negative
hmm im losing followers now Am i really the boring,0.2897319197654724,loneliness,negative
hey blair cs 88 shimmer or 78 with the blushur the tie breaker i already ordered the neutral 2 copy ur prom look,0.4671070873737335,love,positive
Came in 4th out of 8 at the game today No shoes for me Wings game is on now,0.5446962714195251,pleasure,negative
tiring just finished cleaning Another work is coming soon So laziness is no good,0.38691195845603943,pleasure,positive
Still cant make up my mind for inFamous Loved the demo Hmmm Should I rent it,0.6795696020126343,pleasure,negative
i cant see the pic,0.2670425474643707,pleasure,negative
Im awake now sweety,0.4871215522289276,love,positive
Nice laidback song for a Sunday by one of my favorite Japanese bands,0.6930383443832397,pleasure,positive
Cutting watermelon reminds me of Rachel and its a good one rach,0.5989249348640442,grief,positive
at a FAB babyshower sad i didnt win a gift,0.48570460081100464,generosity,negative
Another way of knowing youre older Youre childhood friends are getting married Congrats Penelope,0.627018928527832,love,positive
thanks mate,0.768031895160675,love,positive
haha im impressed i still dont get the deductiveinductive bit haha fuck it dude im only just about to start S,0.3103828430175781,pleasure,positive
but I dont want a boyfriend for the summer,0.7210832238197327,love,negative
wowdidnt tweet much today btwhepi berfday hope im not too late,0.3834468126296997,hope,positive
GOOD MORNING EVERYONE NICE DAY TODAY,0.5736688375473022,pleasure,positive
Also check out my future ex husband a awesome poet bring Me to bliss write now I cant handle it,0.7127686142921448,love,positive
Happy anniversary you guys x,0.6289280652999878,joy,positive
now i know what happennnnsss,0.3572210371494293,hope,negative
my guy is leaving for the summer,0.08564568310976028,loneliness,negative
lol but the song was quite catchy and i was singing it on the way home L,0.6001810431480408,pleasure,positive
is thinking about going back to school again One person in particular keeps inspiring me,0.25326210260391235,hope,positive
As of 55mins ago I have been cigarette free for three weeks Please congratulate me,0.5349096655845642,joy,positive
While moving Uday and Qusay to a friends house Qusay got loose and ran away Shes wandering the streets of Beverly Hills now,0.2716097831726074,loneliness,negative
i love you tommm,0.7694642543792725,love,positive
My leg has fallen asleep like 5 times BUT i cannot wait for Mark Wahlberg in The Lovely Bones gt,0.5083644390106201,love,negative
that sucks what happened,0.7134254574775696,horror,negative
My tummy hurts,0.5601834654808044,fear,negative
dammit,0.7611175179481506,grief,negative
awwww poor lightsabre jonaskevin,0.4681360125541687,grief,negative
Eurgh i know Im so gutted im not there getting swineflu off them haha tell me how it is later,0.72756028175354,fear,negative
that my friend you are corret,0.37447288632392883,love,positive
working his magic at the country club,0.7245859503746033,generosity,positive
Shitter I lost the cable to plug my camera into the computer I want photos,0.11892207711935043,pleasure,negative
i almost discovered a new species yesterday almost i have drawings to prove it,0.5484327077865601,hope,negative
everybody is always talkuin about tommys Ive never been there,0.20431722700595856,pleasure,negative
if you like to read its really awesome if he does get one you should have him contact me,0.5095006823539734,pleasure,positive
